"","V1","V2"
"1",5.6252732941967,-19.9844421631169
"2",36.7144394146374,10.0767692658543
"3",-19.3286745689179,-0.373030557700467
"4",-22.342977060398,-2.88568672250435
"5",6.35673488007014,18.095782963916
"6",-28.2968726490154,-8.16680640452073
"7",34.32767396386,5.58300310788891
"8",8.53002930483767,17.1392018846315
"9",35.3468110747171,11.6101264729445
"10",7.85539138426654,14.4647690729666
"11",13.6105992439932,1.59969524772065
"12",-26.0464534359783,1.53504259268123
"13",-23.2431079297684,-20.8411766630122
"14",34.4754554270519,12.2340876410631
"15",-7.91286593203331,-23.0065783718726
"16",18.4116923113502,13.4001565501727
"17",12.2439412394121,8.60278252562722
"18",-6.52660628789595,24.5274738044247
"19",-20.2168523570884,-23.8010682427749
"20",30.8854429536629,10.2576910856466
"21",-18.9378325169868,-24.00266260627
"22",-14.06071966908,22.4245474787555
"23",-24.1328351622978,14.5683391970014
"24",-3.74385676579121,-6.51356774925056
"25",-29.6400320591356,-9.48161822347089
"26",-17.3893431992362,-15.6259917385579
"27",7.10278129462897,-22.4763557858207
"28",-30.0624336477157,-15.7678275741603
"29",-17.3690643866141,-6.28350699956644
"30",-29.2432312206964,-1.401774567839
"31",-24.7516638453582,2.16343978641014
"32",-0.951689119894261,-8.53109597711097
"33",-15.3506600800052,-14.778391207175
"34",-1.36263876900935,15.9896687391403
"35",27.2330979103373,-10.4297617376278
"36",-4.95690695935483,14.0311780373302
"37",-6.74785816621006,-6.39251126943525
"38",-1.41503949172378,-6.92035380151386
"39",-2.59342696717727,27.440990245524
"40",26.0196340912708,-17.9141044009162
"41",-27.8186240346104,-0.282084586831397
"42",-30.5573846485491,-11.9601405067562
"43",-12.9596483652754,-10.1651552149721
"44",-12.4054649606631,-26.0250730701761
"45",17.3382733188954,7.29574821737564
"46",-31.7356571391027,-14.050775617681
"47",0.523509454014376,6.79104318576622
"48",1.49463554081013,15.7596745175646
"49",0.0636924218247727,24.8684319543979
"50",-19.8293793956365,13.9898762849019
"51",26.9102614147391,-13.0194773835889
"52",9.87067738849144,-4.32311622216239
"53",-6.05080597422794,7.1005612145218
"54",11.7647280128665,18.5577020649754
"55",-4.49835736618494,1.01629937751476
"56",-9.40783360518225,13.6477439352952
"57",-18.471675804439,16.6055018458078
"58",4.07721813798245,-15.8566288052512
"59",-12.5060534886751,15.3133703344129
"60",13.567257077807,-9.31140545129096
"61",-16.8749612335739,-8.37583222472009
"62",-22.6490607575567,15.7088710606705
"63",-23.3565993081032,-1.44907855206519
"64",26.0199340715636,5.83297596888341
"65",38.2593428100399,3.10004347293516
"66",34.2440783546937,5.83860228578894
"67",-7.40145505860516,26.5503823725409
"68",-18.6906909481132,-0.878092410150689
"69",31.0419279897446,7.76760462291571
"70",-20.9579599123452,19.1520813073543
"71",20.8737903617977,-13.8768620380244
"72",-0.467093403890348,-2.23305275882913
"73",-7.59569290987958,1.25425396146277
"74",0.0626828473600664,3.78908373540083
"75",-4.52892301179978,12.0255785734047
"76",40.2695937081374,9.10056287030898
"77",14.4496700900151,-3.85044251580787
"78",-18.2134430931331,-22.4972086301116
"79",-9.27660869010538,13.7847591216417
"80",18.5116656746385,15.8077430730735
"81",5.16136942754758,-0.19630006570841
"82",-8.26668579705542,-15.3213977544484
"83",-10.5861872175659,25.4614274580938
"84",30.0707893623032,4.15017788335073
"85",-15.0240424262885,-26.8772081849512
"86",-2.0016238375825,16.1655353278808
"87",-7.38398442737902,-25.2611993137677
"88",6.22899010561525,-7.46338056328314
"89",20.2927768700134,-16.0265251791649
"90",-25.9385799211924,-8.96089078498073
"91",-2.10136271870013,17.9293320726974
"92",33.2760505566976,14.5905223747737
"93",24.9238612408154,-6.96142437880741
"94",25.3356774992504,-7.14407158601968
"95",-25.3862258840919,15.5376704276471
"96",-12.7772181835053,-20.1561969390182
"97",13.9676112345019,12.9554270421005
"98",-20.8624554856425,1.71384688018362
"99",-29.6591424912135,-13.4846591674102
"100",-16.5888974555568,-8.99352783358759
"101",29.6501238671346,9.75658332534667
"102",6.0287066677913,6.81599586956744
"103",-2.51376741804073,13.0428740738731
"104",36.9891335825635,10.1435026724847
"105",-24.1585797170404,-2.89030327077981
"106",-9.4259549915884,-1.55381556951071
"107",31.8466284979414,12.8191277644047
"108",16.2010625242545,4.26925815048768
"109",34.0916657545486,13.5468818980757
"110",-10.5295896460052,-26.0740204817537
"111",18.4727598806882,-10.1045122140988
"112",34.5968716638765,11.9477647318034
"113",-8.3974517175628,-15.248485925371
"114",-27.7193781677487,0.711198378511534
"115",-10.9029062760839,26.5081443141754
"116",-24.6218157426926,2.34858607186245
"117",-22.9175993472313,14.5422330941132
"118",-19.4181698738932,15.4419247747012
"119",-2.75648490066497,-26.1181730878354
"120",5.27609799559049,-9.07700013661166
"121",11.1962967633673,13.4283002330865
"122",-25.2398258232834,-7.88199309075195
"123",8.3669919058853,-12.7808362335968
"124",-6.30652570319157,7.33410633031447
"125",28.8105092787408,-5.64089040910216
"126",10.6350057164822,9.23630864986104
"127",11.1814666463635,1.05444418408702
"128",-29.8747791602998,-2.96759351969348
"129",-14.1423827692443,17.3687925120996
"130",-16.4599352760944,-6.70726767588351
"131",11.4726561434057,7.61951556263007
"132",0.846801863179097,-3.13188753813053
"133",27.0003119589178,-5.16019072663839
"134",38.1839542549807,8.74036200607806
"135",36.4915972983034,5.26895595732624
"136",31.128551607756,12.5005087810422
"137",9.40169178015805,11.540537573696
"138",-14.6201473758369,21.8620955025774
"139",9.55879401869923,20.5384327932473
"140",18.9308816860009,-9.64841073991233
"141",16.4603502942202,-0.652171820682145
"142",8.60409066212435,12.499809112561
"143",-13.5875170802037,-15.9319192646014
"144",8.92118091065896,3.08135009311132
"145",0.0481787524166495,-10.584750213483
"146",-2.96383289921875,4.12911719612802
"147",-30.6346770545837,-16.0652505545066
"148",-27.8499016190442,-15.3150711470038
"149",-2.61073797974375,17.0613167533312
"150",-5.14868838612831,5.36377270586848
"151",-14.4277177150158,0.296910857923487
"152",8.73083571378257,19.6265310433485
"153",3.26610146377396,-4.26538260510151
"154",30.1354582226623,-6.2298061819979
