"time","usage","percent1","percent2","nonElect1","nonElect2","co"
2016-01-01 00:15:00,1.04,100,99.88,0,0.05,0
2016-01-01 00:30:00,0.97,100,99.92,0,0.04,0
2016-01-01 00:45:00,1.73,100,99.97,0,0.04,0
2016-01-01 01:00:00,0.97,100,99.92,0,0.04,0
2016-01-01 01:15:00,0.94,100,99.91,0,0.04,0
2016-01-01 01:30:00,0.9,100,99.85,0,0.05,0
2016-01-01 01:45:00,1.91,100,99.98,0,0.04,0
2016-01-01 02:00:00,0.97,100,99.87,0,0.05,0
2016-01-01 02:15:00,0.92,100,99.91,0,0.04,0
2016-01-01 02:30:00,0.97,100,99.87,0,0.05,0
2016-01-01 02:45:00,0.9,100,99.85,0,0.05,0
2016-01-01 03:00:00,1.78,100,99.97,0,0.04,0
2016-01-01 03:15:00,0.99,100,99.87,0,0.05,0
2016-01-01 03:30:00,0.92,100,99.91,0,0.04,0
2016-01-01 03:45:00,1.08,100,99.93,0,0.04,0
2016-01-01 04:00:00,0.92,100,99.98,0,0.02,0
2016-01-01 04:15:00,1.78,100,99.96,0,0.05,0
2016-01-01 04:30:00,0.94,100,99.91,0,0.04,0
2016-01-01 04:45:00,0.97,100,99.87,0,0.05,0
2016-01-01 05:00:00,0.97,100,99.87,0,0.05,0
2016-01-01 05:15:00,1.31,100,99.93,0,0.05,0
2016-01-01 05:30:00,1.44,100,99.94,0,0.05,0
2016-01-01 05:45:00,0.94,100,99.86,0,0.05,0
2016-01-01 06:00:00,0.9,100,99.85,0,0.05,0
2016-01-01 06:15:00,1.04,100,99.93,0,0.04,0
2016-01-01 06:30:00,1.75,100,99.97,0,0.04,0
2016-01-01 06:45:00,0.97,100,99.98,0,0.02,0
2016-01-01 07:00:00,1.06,100,99.98,0,0.02,0
2016-01-01 07:15:00,0.94,100,99.86,0,0.05,0
2016-01-01 07:30:00,1.01,100,99.92,0,0.04,0
2016-01-01 07:45:00,1.84,100,99.99,0,0.02,0
2016-01-01 08:00:00,1.04,100,99.93,0,0.04,0
2016-01-01 08:15:00,0.95,100,99.91,0,0.04,0
2016-01-01 08:30:00,1.01,100,99.92,0,0.04,0
2016-01-01 08:45:00,1.03,100,99.98,0,0.02,0
2016-01-01 09:00:00,1.84,100,99.99,0,0.02,0
2016-01-01 09:15:00,0.99,99.98,100,0.02,0,0
2016-01-01 09:30:00,1.06,100,100,0,0,0
2016-01-01 09:45:00,1.04,100,100,0,0,0
2016-01-01 10:00:00,0.99,100,100,0,0,0
2016-01-01 10:15:00,2.02,100,100,0,0.02,0
2016-01-01 10:30:00,0.95,99.98,100,0.02,0,0
2016-01-01 10:45:00,1.04,100,99.98,0,0.02,0
2016-01-01 11:00:00,1.03,99.98,100,0.02,0,0
2016-01-01 11:15:00,1.03,100,99.98,0,0.02,0
2016-01-01 11:30:00,1.85,100,99.99,0,0.02,0
2016-01-01 11:45:00,0.99,100,99.98,0,0.02,0
2016-01-01 12:00:00,1.12,100,100,0,0,0
2016-01-01 12:15:00,0.99,100,99.98,0,0.02,0
2016-01-01 12:30:00,1.12,100,100,0,0,0
2016-01-01 12:45:00,0.95,100,100,0,0,0
2016-01-01 13:00:00,1.91,100,100,0,0,0
2016-01-01 13:15:00,0.94,100,100,0,0,0
2016-01-01 13:30:00,1.01,100,99.92,0,0.04,0
2016-01-01 13:45:00,1.03,100,99.98,0,0.02,0
2016-01-01 14:00:00,0.99,100,99.92,0,0.04,0
2016-01-01 14:15:00,1.04,100,99.98,0,0.02,0
2016-01-01 14:30:00,1.84,100,99.99,0,0.02,0
2016-01-01 14:45:00,0.99,100,99.92,0,0.04,0
2016-01-01 15:00:00,0.94,100,99.91,0,0.04,0
2016-01-01 15:15:00,1.1,100,99.98,0,0.02,0
2016-01-01 15:30:00,0.94,100,100,0,0,0
2016-01-01 15:45:00,1.94,100,99.99,0,0.02,0
2016-01-01 16:00:00,0.95,100,100,0,0,0
