"time","usage","percent1","percent2","nonElect1","nonElect2","co"
2016-01-01 00:15:00,13.57,87.96,100,7.34,0,0.01
2016-01-01 00:30:00,14.22,87.55,100,7.85,0,0.01
2016-01-01 00:45:00,13.43,89.48,100,6.7,0,0.01
2016-01-01 01:00:00,11.59,89.55,100,5.76,0,0.01
2016-01-01 01:15:00,12.17,89.46,100,6.08,0,0.01
2016-01-01 01:30:00,14.08,87.45,100,7.81,0,0.01
2016-01-01 01:45:00,14.72,88.34,100,7.81,0,0.01
2016-01-01 02:00:00,12.67,88.63,100,6.62,0,0.01
2016-01-01 02:15:00,13.64,88.62,100,7.13,0,0.01
2016-01-01 02:30:00,15.01,89.05,100,7.67,0,0.01
2016-01-01 02:45:00,13.61,89.46,100,6.8,0,0.01
2016-01-01 03:00:00,14.36,88.13,100,7.7,0,0.01
2016-01-01 03:15:00,11.05,88.08,100,5.94,0,0.01
2016-01-01 03:30:00,13.61,90,100,6.59,0,0.01
2016-01-01 03:45:00,11.74,87.9,100,6.37,0,0.01
2016-01-01 04:00:00,13.75,88.22,100,7.34,0,0.01
2016-01-01 04:15:00,12.13,88.32,100,6.44,0,0.01
2016-01-01 04:30:00,12.28,88.44,100,6.48,0,0.01
2016-01-01 04:45:00,10.66,88.22,100,5.69,0,0
2016-01-01 05:00:00,11.48,89.26,100,5.8,0,0.01
2016-01-01 05:15:00,12.06,87.42,100,6.7,0,0.01
2016-01-01 05:30:00,12.38,87.53,100,6.84,0,0.01
2016-01-01 05:45:00,12.89,86.9,100,7.34,0,0.01
2016-01-01 06:00:00,12.2,99.88,96.86,0.61,3.13,0.01
2016-01-01 06:15:00,10.66,100,93.74,0,3.96,0
2016-01-01 06:30:00,13.1,100,97.84,0,2.77,0.01
2016-01-01 06:45:00,11.3,100,93.1,0,4.43,0.01
2016-01-01 07:00:00,12.53,100,97.02,0.11,3.13,0.01
2016-01-01 07:15:00,26.42,100,98.69,0,4.32,0.01
2016-01-01 07:30:00,30.96,100,98.7,0.18,5.04,0.01
2016-01-01 07:45:00,15.34,99.94,99.63,0.54,1.33,0.01
2016-01-01 08:00:00,13.39,100,97.93,0,2.77,0.01
2016-01-01 08:15:00,14.72,100,99.26,0.07,1.8,0.01
2016-01-01 08:30:00,11.92,100,95.97,0,3.49,0.01
2016-01-01 08:45:00,12.82,100,97.34,0,3.02,0.01
2016-01-01 09:00:00,11.92,100,96.12,0,3.42,0.01
2016-01-01 09:15:00,12.92,100,97.54,0.04,2.92,0.01
2016-01-01 09:30:00,11.63,100,96.09,0,3.35,0.01
2016-01-01 09:45:00,11.99,100,95.86,0,3.56,0.01
2016-01-01 10:00:00,12.74,100,97.04,0.04,3.17,0.01
2016-01-01 10:15:00,12.2,100,96.29,0,3.42,0.01
2016-01-01 10:30:00,13.57,100,98.99,0.04,1.94,0.01
2016-01-01 10:45:00,10.51,100,93.37,0,4.03,0
2016-01-01 11:00:00,13.28,100,98.62,0,2.23,0.01
2016-01-01 11:15:00,14.22,99.98,99.46,0.29,1.48,0.01
2016-01-01 11:30:00,16.31,99.96,99.94,0.47,0.58,0.01
2016-01-01 11:45:00,14.58,100,99.71,0.11,1.12,0.01
2016-01-01 12:00:00,15.88,99.96,99.92,0.47,0.65,0.01
2016-01-01 12:15:00,14.04,100,99.51,0.04,1.4,0.01
2016-01-01 12:30:00,14.72,100,99.67,0.11,1.19,0.01
2016-01-01 12:45:00,11.88,100,97.11,0,2.92,0.01
2016-01-01 13:00:00,14.62,99.96,99.52,0.43,1.44,0.01
2016-01-01 13:15:00,13.82,100,99.29,0.07,1.66,0.01
2016-01-01 13:30:00,13.64,100,98.72,0,2.2,0.01
2016-01-01 13:45:00,16.16,99.92,99.98,0.65,0.36,0.01
2016-01-01 14:00:00,13.82,100,99.16,0.07,1.8,0.01
2016-01-01 14:15:00,16.88,99.94,99.98,0.58,0.32,0.01
2016-01-01 14:30:00,12.92,100,98.54,0.04,2.23,0.01
2016-01-01 14:45:00,14.29,100,99.42,0.14,1.55,0.01
2016-01-01 15:00:00,18.07,99.82,100,1.08,0.04,0.01
2016-01-01 15:15:00,13.5,99.99,98.48,0.14,2.38,0.01
2016-01-01 15:30:00,15.48,99.99,99.79,0.25,1.01,0.01
2016-01-01 15:45:00,13.72,100,98.83,0.04,2.12,0.01
2016-01-01 16:00:00,15.01,100,99.61,0.11,1.33,0.01
2016-01-01 16:15:00,15.16,99.99,99.66,0.18,1.26,0.01
2016-01-01 16:30:00,14.47,100,99.43,0.07,1.55,0.01
2016-01-01 16:45:00,17.78,99.97,99.93,0.47,0.65,0.01
