"time","usage","percent1","percent2","nonElect1","nonElect2","co"
2016-02-14 05:15:00,0,0,0,0,0,0
2016-02-14 05:30:00,0,0,0,0,0,0
2016-02-14 05:45:00,9.07,85.34,100,5.54,0,0
2016-02-14 06:00:00,9.65,83.3,100,6.41,0,0
2016-02-14 06:15:00,9.86,85.39,100,6.01,0,0
2016-02-14 06:30:00,8.93,84.04,100,5.76,0,0
2016-02-14 06:45:00,8.82,84.33,100,5.62,0,0
2016-02-14 07:00:00,9.04,85.39,100,5.51,0,0
2016-02-14 07:15:00,8.46,86.22,100,4.97,0,0
2016-02-14 07:30:00,8.57,84.11,100,5.51,0,0
2016-02-14 07:45:00,9.65,85.32,100,5.9,0,0
2016-02-14 08:00:00,8.89,85.64,100,5.36,0,0
2016-02-14 08:15:00,9.29,84.09,100,5.98,0,0
2016-02-14 08:30:00,9.14,83.85,100,5.94,0,0
2016-02-14 08:45:00,8.6,84.38,100,5.47,0,0
2016-02-14 09:00:00,9.14,83.55,100,6.01,0,0
2016-02-14 09:15:00,8.64,84.98,100,5.36,0,0
2016-02-14 09:30:00,8.64,83.83,100,5.62,0,0
2016-02-14 09:45:00,9.22,83.77,100,6.01,0,0
2016-02-14 10:00:00,8.86,84.14,100,5.69,0,0
2016-02-14 10:15:00,8.86,85.39,100,5.4,0,0
2016-02-14 10:30:00,10.15,85.38,100,6.19,0,0
2016-02-14 10:45:00,8.64,84.49,100,5.47,0,0
2016-02-14 11:00:00,8.89,83.45,100,5.87,0,0
2016-02-14 11:15:00,8.28,83.95,100,5.36,0,0
2016-02-14 11:30:00,8.53,82.87,100,5.76,0,0
2016-02-14 11:45:00,9.54,86.04,100,5.65,0,0
2016-02-14 12:00:00,9.4,86.27,100,5.51,0,0
2016-02-14 12:15:00,9.58,86.14,100,5.65,0,0
2016-02-14 12:30:00,9.47,84.71,100,5.94,0,0
2016-02-14 12:45:00,8.78,84.88,100,5.47,0,0
2016-02-14 13:00:00,9.25,84.6,100,5.83,0,0
2016-02-14 13:15:00,8.78,85.48,100,5.33,0,0
2016-02-14 13:30:00,8.89,85.3,100,5.44,0,0
2016-02-14 13:45:00,9.65,84.01,100,6.23,0,0
2016-02-14 14:00:00,9.14,85.19,100,5.62,0,0
2016-02-14 14:15:00,8.82,86.06,100,5.22,0,0
2016-02-14 14:30:00,9.58,84.99,100,5.94,0,0
2016-02-14 14:45:00,8.96,87.32,100,5,0,0
2016-02-14 15:00:00,9.9,84.91,100,6.16,0,0
2016-02-14 15:15:00,8.46,85.91,100,5.04,0,0
2016-02-14 15:30:00,9.18,85.16,100,5.65,0,0
2016-02-14 15:45:00,9.04,85.39,100,5.51,0,0
2016-02-14 16:00:00,9.32,82.56,100,6.37,0,0
2016-02-14 16:15:00,8.53,86.4,100,4.97,0,0
2016-02-14 16:30:00,8.57,88.37,100,4.54,0,0
2016-02-14 16:45:00,9.14,84.77,100,5.72,0,0
2016-02-14 17:00:00,8.89,84.87,100,5.54,0,0
2016-02-14 17:15:00,8.32,85.85,100,4.97,0,0
2016-02-14 17:30:00,8.21,85.22,100,5.04,0,0
2016-02-14 17:45:00,8.75,85.4,100,5.33,0,0
2016-02-14 18:00:00,8.17,85.62,100,4.93,0,0
2016-02-14 18:15:00,8.5,85.21,100,5.22,0,0
2016-02-14 18:30:00,8.39,85.54,100,5.08,0,0
2016-02-14 18:45:00,8.03,86.91,100,4.57,0,0
2016-02-14 19:00:00,9.43,84.33,100,6.01,0,0
2016-02-14 19:15:00,8.82,83.9,100,5.72,0,0
2016-02-14 19:30:00,8.78,84.09,100,5.65,0,0
2016-02-14 19:45:00,7.99,85.25,100,4.9,0,0
2016-02-14 20:00:00,7.7,86.87,100,4.39,0,0
2016-02-14 20:15:00,8.24,85.63,100,4.97,0,0
2016-02-14 20:30:00,7.13,87.63,100,3.92,0,0
2016-02-14 20:45:00,8.75,86.82,100,5,0,0
2016-02-14 21:00:00,7.67,88.67,100,4,0,0
2016-02-14 21:15:00,8.24,86.45,100,4.79,0,0
2016-02-14 21:30:00,8.24,86.45,100,4.79,0,0
2016-02-14 21:45:00,7.74,86.64,100,4.46,0,0
2016-02-14 22:00:00,8.39,83.91,100,5.44,0,0
2016-02-14 22:15:00,7.34,87.81,100,4,0,0
2016-02-14 22:30:00,7.74,87.13,100,4.36,0,0
2016-02-14 22:45:00,7.38,87.77,100,4.03,0,0
2016-02-14 23:00:00,7.7,87.74,100,4.21,0,0
2016-02-14 23:15:00,7.6,88.87,100,3.92,0,0
2016-02-14 23:30:00,8.06,88.14,100,4.32,0,0
2016-02-14 23:45:00,7.99,86.1,100,4.72,0,0
2016-02-15 00:00:00,7.45,86.71,100,4.28,0,0
