"time","usage","percent1","percent2","nonElect1","nonElect2","co"
2016-01-01 00:15:00,NA,94.49,100,707.4,0,0.94
2016-01-01 00:30:00,NA,93.82,100,801.6,0,1
2016-01-01 00:45:00,NA,93.9,100,819,0,1.03
2016-01-01 01:00:00,NA,93.91,100,817.8,0,1.02
2016-01-01 01:15:00,NA,93.97,100,801,0,1.01
2016-01-01 01:30:00,NA,93.96,100,789.6,0,0.99
2016-01-01 01:45:00,NA,94.03,100,782.4,0,0.99
2016-01-01 02:00:00,NA,94,100,782.4,0,0.99
2016-01-01 02:15:00,NA,93.85,100,784.2,0,0.98
2016-01-01 02:30:00,NA,93.99,100,773.4,0,0.98
2016-01-01 02:45:00,NA,94.02,100,775.2,0,0.98
2016-01-01 03:00:00,NA,94.06,100,768,0,0.98
2016-01-01 03:15:00,NA,94.03,100,769.2,0,0.97
2016-01-01 03:30:00,NA,94.07,100,762,0,0.97
2016-01-01 03:45:00,NA,94.16,100,759.6,0,0.97
2016-01-01 04:00:00,NA,94.23,100,747.6,0,0.96
2016-01-01 04:15:00,NA,94.24,100,750.6,0,0.97
2016-01-01 04:30:00,NA,94.51,100,729,0,0.97
2016-01-01 04:45:00,NA,95.34,100,646.2,0,0.94
2016-01-01 05:00:00,NA,94.53,100,770.4,0,1.02
2016-01-01 05:15:00,NA,94.5,100,768.6,0,1.02
2016-01-01 05:30:00,NA,94.47,100,783.6,0,1.04
2016-01-01 05:45:00,NA,94.54,100,781.8,0,1.04
2016-01-01 06:00:00,NA,94.51,100,789,0,1.05
2016-01-01 06:15:00,NA,93.64,100,875.4,0,1.07
2016-01-01 06:30:00,NA,93.57,100,872.4,0,1.06
2016-01-01 06:45:00,NA,93.53,100,874.8,0,1.06
2016-01-01 07:00:00,NA,93.58,100,873,0,1.06
2016-01-01 07:15:00,NA,93.62,100,871.2,0,1.06
2016-01-01 07:30:00,NA,93.53,100,898.2,0,1.09
2016-01-01 07:45:00,NA,93.67,100,890.4,0,1.09
2016-01-01 08:00:00,NA,93.4,100,916.2,0,1.1
2016-01-01 08:15:00,NA,93.17,100,996,0,1.17
2016-01-01 08:30:00,NA,93.66,100,906.6,0,1.11
2016-01-01 08:45:00,NA,93.87,100,861.6,0,1.08
2016-01-01 09:00:00,NA,93.48,100,900.6,0,1.09
2016-01-01 09:15:00,NA,93.21,100,955.8,0,1.13
2016-01-01 09:30:00,NA,92.73,100,NA,0,1.15
2016-01-01 09:45:00,NA,92.66,100,NA,0,1.15
2016-01-01 10:00:00,NA,92.46,100,NA,0,1.14
